"Datum (UTC)","Nicht Erneuerbar","Erneuerbar","Last","Day-Ahead Auktion","Intraday kontinuierlich, Durchschnittspreis","CO2 Emissionszertifikate, Auktion DE"
2022-06-08T09:00:00.000Z,28.679,38.486,64.526,183.58,194.15,81.15
2022-06-08T10:00:00.000Z,28.965,38.108,64.563,180.58,192.94,81.15
2022-06-08T11:00:00.000Z,28.726,35.937,64.119,174.43,203.5,81.15
2022-06-08T12:00:00.000Z,28.486,33.226,62.842,176.43,213.59,81.15
2022-06-08T13:00:00.000Z,28.666,31.349,61.668,178.99,224.1,81.15
2022-06-08T14:00:00.000Z,28.846,27.474,60.737,181.73,226.11,81.15
2022-06-08T15:00:00.000Z,29.068,22.928,60.751,199.66,242.33,81.15
2022-06-08T16:00:00.000Z,29.133,19.095,60.386,209.69,248.54,81.15
2022-06-08T17:00:00.000Z,29.748,16.201,59.411,227.2,257.44,81.15
2022-06-08T18:00:00.000Z,30.016,13.733,56.589,212.36,268.46,81.15
2022-06-08T19:00:00.000Z,30.013,13.139,54.787,211.98,236.66,81.15
2022-06-08T20:00:00.000Z,29.574,13.228,52.126,211,228.13,81.15
2022-06-08T21:00:00.000Z,28.968,13.885,48.089,176.09,204.44,81.15
2022-06-08T22:00:00.000Z,27.12,13.621,45.748,189.01,193.44,81.15
2022-06-08T23:00:00.000Z,26.342,13.338,43.915,170.63,192.43,81.15
2022-06-09T00:00:00.000Z,26.111,13.408,43.282,165,181.51,81.15
2022-06-09T01:00:00.000Z,25.794,13.462,43.908,164.81,177.59,81.15
2022-06-09T02:00:00.000Z,25.809,13.929,44.626,164.85,185.89,81.15
2022-06-09T03:00:00.000Z,26.347,14.679,47.557,174.54,196.24,81.15
2022-06-09T04:00:00.000Z,27.598,16.218,53.959,205.75,215.48,81.15
2022-06-09T05:00:00.000Z,27.852,19.078,59.046,215.06,227.53,81.15
2022-06-09T06:00:00.000Z,27.896,23.114,62.134,221.92,228.47,81.15
2022-06-09T07:00:00.000Z,28.111,27.593,63.061,214.21,220.76,81.15
2022-06-09T08:00:00.000Z,27.324,31.567,63.981,205.13,213.7,81.15
2022-06-09T09:00:00.000Z,27.128,34.873,64.666,189.43,201.13,81.15
2022-06-09T10:00:00.000Z,26.948,36.564,64.799,183.18,194.64,81.15
2022-06-09T11:00:00.000Z,26.08,37.72,64.454,169.63,177.33,81.15
2022-06-09T12:00:00.000Z,26.278,38.781,62.836,161.16,170.87,81.15
2022-06-09T13:00:00.000Z,26.247,38.277,62.049,154.04,161.72,81.15
2022-06-09T14:00:00.000Z,26.034,36.358,61.265,153.31,161.79,81.15
2022-06-09T15:00:00.000Z,27.093,32.975,60.927,166.76,180.66,81.15
2022-06-09T16:00:00.000Z,27.814,28.03,60.299,177.73,196.76,81.15
2022-06-09T17:00:00.000Z,28.531,21.915,58.916,191.97,213.2,81.15
2022-06-09T18:00:00.000Z,28.895,17.152,56.838,202.28,218.74,81.15
2022-06-09T19:00:00.000Z,29.085,15.026,54.424,210.24,216.19,81.15
2022-06-09T20:00:00.000Z,29.357,14.198,52.203,209.09,213.88,81.15
2022-06-09T21:00:00.000Z,28.571,14.237,48.719,192.07,203.35,81.15
2022-06-09T22:00:00.000Z,26.53,14.189,45.957,196.58,187.56,81.15
2022-06-09T23:00:00.000Z,25.41,14.654,44.24,170,164.59,81.15
2022-06-10T00:00:00.000Z,24.746,14.989,43.796,164.24,152.47,81.15
2022-06-10T01:00:00.000Z,24.664,14.808,43.93,163.81,152.67,81.15
2022-06-10T02:00:00.000Z,24.867,14.903,44.663,163.84,149.17,81.15
2022-06-10T03:00:00.000Z,25.232,15.414,46.901,179.14,158.4,81.15
2022-06-10T04:00:00.000Z,26.404,17.864,53.007,207.91,185.9,81.15
2022-06-10T05:00:00.000Z,26.665,22.443,58.068,213.76,206.34,81.15
2022-06-10T06:00:00.000Z,26.472,29.767,61.526,212.84,210.7,81.15
2022-06-10T07:00:00.000Z,25.717,38.243,62.731,194.94,182.67,81.15
2022-06-10T08:00:00.000Z,24.464,44.452,63.603,175.16,146.33,81.15
2022-06-10T09:00:00.000Z,23.016,47.603,64.174,164.17,110.03,80.73
2022-06-10T10:00:00.000Z,22.505,47.875,63.867,157.77,96.86,80.73
2022-06-10T11:00:00.000Z,21.942,46.784,62.54,159.07,85.79,80.73
2022-06-10T12:00:00.000Z,22.148,44.012,61.317,151.61,85.37,80.73
2022-06-10T13:00:00.000Z,22.633,40.357,59.929,155.83,95.3,80.73
2022-06-10T14:00:00.000Z,24.07,36.008,58.871,162.8,127.27,80.73
2022-06-10T15:00:00.000Z,25.757,30.065,58.202,185.78,155.41,80.73
2022-06-10T16:00:00.000Z,28.157,23.065,57.366,202.44,198.45,80.73
2022-06-10T17:00:00.000Z,28.798,15.913,55.935,218.51,210.22,80.73
2022-06-10T18:00:00.000Z,28.824,11.823,53.515,220.46,218.54,80.73
2022-06-10T19:00:00.000Z,28.893,10.308,51.145,216.9,209.7,80.73
2022-06-10T20:00:00.000Z,28.85,9.88,49.244,215.48,208.01,80.73
2022-06-10T21:00:00.000Z,28.667,10.021,45.816,205.07,201.01,80.73
2022-06-10T22:00:00.000Z,28.226,10.501,43.249,202.71,207.58,80.73
2022-06-10T23:00:00.000Z,26.437,11.436,41.655,186.01,194.88,80.73
2022-06-11T00:00:00.000Z,23.94,12.058,40.513,173.39,176.88,80.73
2022-06-11T01:00:00.000Z,23.109,12.81,40.165,165.68,165.32,80.73
2022-06-11T02:00:00.000Z,22.448,13.162,39.794,158.56,160.4,80.73
2022-06-11T03:00:00.000Z,22.582,14.962,40.002,155.46,167.21,80.73
2022-06-11T04:00:00.000Z,22.089,18.102,42.204,157.84,158.87,80.73
2022-06-11T05:00:00.000Z,21.912,22.018,45.058,151.42,159.83,80.73
2022-06-11T06:00:00.000Z,21.717,28.944,48.668,149,174.69,80.73
2022-06-11T07:00:00.000Z,20.438,36.755,51.962,111.05,130.49,80.73
2022-06-11T08:00:00.000Z,17.727,43.491,54.157,80.29,93.69,80.73
2022-06-11T09:00:00.000Z,14.597,47.05,55.099,72.28,61.79,80.73
2022-06-11T10:00:00.000Z,13.613,47.796,54.659,62.62,55.32,80.73
2022-06-11T11:00:00.000Z,13.259,47.248,53.194,48.15,30.15,80.73
2022-06-11T12:00:00.000Z,13.206,45.419,51.55,4.23,4.33,80.73
2022-06-11T13:00:00.000Z,13.207,43.988,51.039,37.53,25.41,80.73
2022-06-11T14:00:00.000Z,13.543,40.254,50.599,61.49,50.49,80.73
2022-06-11T15:00:00.000Z,16.839,34.446,50.427,76.05,89.08,80.73
2022-06-11T16:00:00.000Z,20.658,26.702,49.968,155.36,132.54,80.73
2022-06-11T17:00:00.000Z,22.408,19.338,49.03,196.39,191.79,80.73
2022-06-11T18:00:00.000Z,23.068,14.428,47.206,209.33,217.33,80.73
2022-06-11T19:00:00.000Z,22.407,12.228,45.761,211.06,221.52,80.73
2022-06-11T20:00:00.000Z,22.309,11.538,44.961,207.92,262.71,80.73
2022-06-11T21:00:00.000Z,22.396,11.264,42.513,199,231.63,80.73
2022-06-11T22:00:00.000Z,21.737,11.153,39.891,195,216.03,80.73
2022-06-11T23:00:00.000Z,21.313,11.49,37.978,164.45,205.22,80.73
2022-06-12T00:00:00.000Z,21.509,11.519,36.749,154.18,193.64,80.73
2022-06-12T01:00:00.000Z,21.403,11.664,36.19,145.76,184.32,80.73
2022-06-12T02:00:00.000Z,21.135,12.058,36.024,145.28,194.54,80.73
2022-06-12T03:00:00.000Z,20.812,12.998,35.94,131.89,182.81,80.73
2022-06-12T04:00:00.000Z,20.364,15.19,37.018,120.32,163.21,80.73
2022-06-12T05:00:00.000Z,19.961,19.911,39.521,117.01,147.21,80.73
2022-06-12T06:00:00.000Z,19.402,26.415,42.918,103.03,146.12,80.73
2022-06-12T07:00:00.000Z,17.627,34.687,45.704,80.83,114.69,80.73
2022-06-12T08:00:00.000Z,15.333,41.8,47.713,74.37,81.81,80.73
2022-06-12T09:00:00.000Z,14.484,45.878,49.745,48.89,69.61,80.73
2022-06-12T10:00:00.000Z,13.514,48.201,49.896,19.91,33.31,80.73
2022-06-12T11:00:00.000Z,13.259,48.85,48.294,4.82,12.8,80.73
2022-06-12T12:00:00.000Z,13.333,48.781,46.887,0.08,7.48,80.73
2022-06-12T13:00:00.000Z,13.557,46.825,46.623,9.95,17.68,80.73
2022-06-12T14:00:00.000Z,14.879,43.796,47.157,44.79,47.3,80.73
2022-06-12T15:00:00.000Z,17.779,38.233,48.167,85.33,92.79,80.73
2022-06-12T16:00:00.000Z,20.498,30.817,48.729,159.95,149.59,80.73
2022-06-12T17:00:00.000Z,23.436,23.677,48.425,185.31,185.11,80.73
2022-06-12T18:00:00.000Z,25.114,18.928,48.099,205.98,194.25,80.73
2022-06-12T19:00:00.000Z,25.474,16.505,46.979,210.98,193,80.73
2022-06-12T20:00:00.000Z,25.947,15.992,46.736,210,205.99,80.73
2022-06-12T21:00:00.000Z,25.717,16.178,44.205,188.83,186.79,80.73
2022-06-12T22:00:00.000Z,24.53,15.867,42.328,173.97,171.71,80.73
2022-06-12T23:00:00.000Z,23.951,15.243,40.902,162.67,157.1,80.73
2022-06-13T00:00:00.000Z,23.917,15.606,40.217,155.11,163.22,80.73
2022-06-13T01:00:00.000Z,24.291,15.404,40.642,149.92,151.52,80.73
2022-06-13T02:00:00.000Z,24.53,16.244,42.136,146.92,150.55,80.73
2022-06-13T03:00:00.000Z,25.14,16.858,44.953,158.47,155.52,80.73
2022-06-13T04:00:00.000Z,26.378,18.133,51.658,200.03,187.41,80.73
2022-06-13T05:00:00.000Z,26.708,22.005,56.702,211.19,207.38,80.73
2022-06-13T06:00:00.000Z,26.361,27.992,60.134,212.12,210.03,80.73
2022-06-13T07:00:00.000Z,25.894,36.103,61.472,179.22,194.65,80.73
2022-06-13T08:00:00.000Z,23.432,43.947,63.491,165.7,179.6,80.73
2022-06-13T09:00:00.000Z,22.423,49.818,65.745,147.17,169.15,80.73
2022-06-13T10:00:00.000Z,21.347,54.328,65.686,139.6,148.59,80.73
2022-06-13T11:00:00.000Z,20.384,56.738,64.986,106.06,109.36,80.73
2022-06-13T12:00:00.000Z,18.852,57.065,63.829,87.59,87.01,80.73
2022-06-13T13:00:00.000Z,19.151,56.128,63.101,85.23,87.77,80.73
2022-06-13T14:00:00.000Z,20.167,51.666,61.616,106.26,92.17,80.73
2022-06-13T15:00:00.000Z,22.124,45.641,61.547,142.92,131.51,80.73
2022-06-13T16:00:00.000Z,24.482,37.204,60.829,160.35,159.84,80.73
2022-06-13T17:00:00.000Z,27.853,28.183,58.577,207.46,193.65,80.73
2022-06-13T18:00:00.000Z,29.202,21.542,56.089,224.9,226.56,80.73
2022-06-13T19:00:00.000Z,29.511,17.974,53.598,225.97,226.66,80.73
2022-06-13T20:00:00.000Z,29.404,17.406,51.925,223.47,223.34,80.73
2022-06-13T21:00:00.000Z,28.421,17.203,48.333,201.24,191.35,80.73
2022-06-13T22:00:00.000Z,27.33,17.047,46.234,174.44,184.69,80.73
2022-06-13T23:00:00.000Z,26.389,16.843,44.713,162.72,169.59,80.73
2022-06-14T00:00:00.000Z,26.436,16.453,43.644,161.69,160.7,80.73
2022-06-14T01:00:00.000Z,26.676,15.709,44.137,157.58,153.31,80.73
2022-06-14T02:00:00.000Z,27.586,14.933,44.754,162.9,160.68,80.73
2022-06-14T03:00:00.000Z,28.522,14.286,46.844,171,167.68,80.73
2022-06-14T04:00:00.000Z,30.963,15.895,52.991,215.22,214.97,80.73
2022-06-14T05:00:00.000Z,31.74,20.525,57.855,227.88,231.59,80.73
2022-06-14T06:00:00.000Z,31.122,28.048,60.908,211.95,220.5,80.73
2022-06-14T07:00:00.000Z,29.533,35.928,62.114,181.57,182.26,80.73
2022-06-14T08:00:00.000Z,25.693,40.463,62.931,164.04,170.61,80.73
2022-06-14T09:00:00.000Z,24.526,43.186,64.355,164.09,182.59,80.73
2022-06-14T10:00:00.000Z,24.087,45.198,64.124,162.84,177.08,80.73
2022-06-14T11:00:00.000Z,23.858,46.309,63.969,157.51,173.84,80.73
2022-06-14T12:00:00.000Z,23.969,45.854,63.044,151.74,163.85,80.73
2022-06-14T13:00:00.000Z,23.733,42.6,61.528,163.95,168.18,80.73
2022-06-14T14:00:00.000Z,26.157,37.336,59.422,173.97,175.38,80.73
2022-06-14T15:00:00.000Z,31.04,30.072,59.049,202.74,203.33,80.73
2022-06-14T16:00:00.000Z,32.64,21.85,58.761,230.97,240.02,80.73
2022-06-14T17:00:00.000Z,33.262,14.763,57.928,288.9,314.46,80.73
2022-06-14T18:00:00.000Z,33.521,11.175,55.664,295.68,301.46,80.73
2022-06-14T19:00:00.000Z,33.379,10.318,53.623,248.15,265.73,80.73
2022-06-14T20:00:00.000Z,33.328,11.102,51.281,234.9,254.99,80.73
2022-06-14T21:00:00.000Z,33.035,12.051,47.355,213.11,235.32,80.73
2022-06-14T22:00:00.000Z,31.433,12.013,44.719,197.96,201.35,80.73
2022-06-14T23:00:00.000Z,29.721,12.026,43.172,183.5,187.29,80.73
2022-06-15T00:00:00.000Z,28.715,11.55,42.554,177.67,179.79,80.73
2022-06-15T01:00:00.000Z,28.883,11.164,42.63,173.02,178.23,80.73
2022-06-15T02:00:00.000Z,29.087,10.829,43.468,173.18,180.36,80.73
2022-06-15T03:00:00.000Z,29.689,10.976,45.421,182.23,193.4,80.73
2022-06-15T04:00:00.000Z,31.776,13.078,51.849,219.61,228.4,80.73
2022-06-15T05:00:00.000Z,32.443,17.796,56.918,246.95,253.31,80.73
2022-06-15T06:00:00.000Z,32.395,24.616,59.935,252.78,270.55,80.73
2022-06-15T07:00:00.000Z,31.241,32.183,60.957,213.58,210.98,80.73
2022-06-15T08:00:00.000Z,28.38,38.19,62.339,195.78,184.2,80.73
2022-06-15T09:00:00.000Z,26.754,41.819,63.85,175.37,167.32,80.73
2022-06-15T10:00:00.000Z,25.925,44.155,63.798,170.76,170.76,80.73
2022-06-15T11:00:00.000Z,25.511,44.694,63.239,172.2,170.12,80.73
2022-06-15T12:00:00.000Z,25.33,43.29,61.886,168.61,166.05,80.73
2022-06-15T13:00:00.000Z,25.666,40.474,60.429,170.24,168.13,80.73
2022-06-15T14:00:00.000Z,27.72,35.816,58.779,183.06,179.34,80.73
2022-06-15T15:00:00.000Z,30.757,29.272,58.416,220.76,208.7,80.73
2022-06-15T16:00:00.000Z,32.269,21.67,58.052,259.1,271.38,80.73
2022-06-15T17:00:00.000Z,32.694,15.412,57.243,305.77,324.52,80.73
2022-06-15T18:00:00.000Z,33.362,12.569,55.328,307.48,316.82,80.73
2022-06-15T19:00:00.000Z,33.158,12.11,53.041,263.97,293.46,80.73
2022-06-15T20:00:00.000Z,32.854,12.823,50.823,247.69,269.41,80.73
2022-06-15T21:00:00.000Z,31.758,12.86,47.518,222.64,239.73,80.73
2022-06-15T22:00:00.000Z,27.184,12.424,44.315,232.64,246.57,80.73
2022-06-15T23:00:00.000Z,26.367,11.531,41.884,221.54,251.87,80.73
2022-06-16T00:00:00.000Z,25.894,10.779,40.401,213.34,245.15,80.73
2022-06-16T01:00:00.000Z,25.877,10.262,40.047,213.63,246.65,80.73
2022-06-16T02:00:00.000Z,25.954,10.296,40.22,206.46,233.34,80.73
2022-06-16T03:00:00.000Z,26.115,11.371,40.128,207.09,251.71,80.73
2022-06-16T04:00:00.000Z,26.645,13.91,42.715,227.35,274.99,80.73
2022-06-16T05:00:00.000Z,26.755,17.733,46.112,254.96,273.85,80.73
2022-06-16T06:00:00.000Z,26.313,23.757,49.205,245,255.76,80.73
2022-06-16T07:00:00.000Z,24.706,30.804,51.178,221.81,212.55,80.73
2022-06-16T08:00:00.000Z,23.431,37.285,53.075,185.73,174.61,80.73
2022-06-16T09:00:00.000Z,22.24,42.117,55.114,163.48,146.19,80.73
2022-06-16T10:00:00.000Z,21.12,44.539,55.02,152.96,116.98,80.73
2022-06-16T11:00:00.000Z,21.136,46.525,53.896,116.89,106.55,80.73
2022-06-16T12:00:00.000Z,20.526,47.198,53.078,100,100.49,80.73
2022-06-16T13:00:00.000Z,20.026,45.807,52.556,98.56,94.69,80.73
2022-06-16T14:00:00.000Z,20.237,42.214,52.306,116.63,99.19,80.73
2022-06-16T15:00:00.000Z,21.855,37.113,52.827,165.21,162.75,80.73
2022-06-16T16:00:00.000Z,24.048,29.997,53.297,222.7,243.88,80.73
2022-06-16T17:00:00.000Z,26.739,21.629,52.376,258.56,297.08,80.73
2022-06-16T18:00:00.000Z,27.162,15.913,50.745,265.18,317.15,80.73
2022-06-16T19:00:00.000Z,27.277,13.747,49.317,270.47,321.28,80.73
2022-06-16T20:00:00.000Z,27.369,13.442,48.436,262.25,322.36,80.73
2022-06-16T21:00:00.000Z,25.704,13.85,45.284,224.9,304.16,80.73
2022-06-16T22:00:00.000Z,24.485,13.01,43.244,296.21,259.99,80.73
2022-06-16T23:00:00.000Z,24.48,12.133,41.527,250.7,230.94,80.73
2022-06-17T00:00:00.000Z,24.812,11.012,40.284,225.09,237.42,80.73
2022-06-17T01:00:00.000Z,24.867,10.347,40.417,211.4,225.11,80.73
2022-06-17T02:00:00.000Z,24.969,9.772,40.961,206.86,239.75,80.73
2022-06-17T03:00:00.000Z,25.137,10.705,42.85,239.91,256.09,80.73
2022-06-17T04:00:00.000Z,25.427,13.797,48.072,292.34,298.12,80.73
2022-06-17T05:00:00.000Z,25.402,19.585,52.797,323.31,310.56,80.73
2022-06-17T06:00:00.000Z,25.236,26.819,56.367,325.7,304.92,80.73
2022-06-17T07:00:00.000Z,24.784,34.839,57.654,299.07,243.73,80.73
2022-06-17T08:00:00.000Z,23.219,41.856,58.846,250.43,188.65,80.73
2022-06-17T09:00:00.000Z,21.916,46.024,60.364,194.9,161.93,83
2022-06-17T10:00:00.000Z,21.182,47.766,60.872,186.55,150.07,83
2022-06-17T11:00:00.000Z,20.644,47.262,59.922,180.67,141.26,83
2022-06-17T12:00:00.000Z,20.616,45.26,57.763,174.12,152.24,83
2022-06-17T13:00:00.000Z,21.281,41.267,56.471,180.47,163.2,83
2022-06-17T14:00:00.000Z,22.401,36.041,56.073,188.34,180.75,83
2022-06-17T15:00:00.000Z,24.372,30.198,55.612,254.46,244.91,83
2022-06-17T16:00:00.000Z,25.594,23.587,54.869,303.99,321.04,83
2022-06-17T17:00:00.000Z,25.681,18.588,53.904,327.56,357.01,83
2022-06-17T18:00:00.000Z,25.287,16.274,51.666,355.39,427.13,83
2022-06-17T19:00:00.000Z,25.27,16.03,49.703,319.06,375.98,83
2022-06-17T20:00:00.000Z,24.654,18.101,48.259,284.03,306.62,83
2022-06-17T21:00:00.000Z,23.677,19.843,45.173,259.79,259.89,83
2022-06-17T22:00:00.000Z,22.033,21.602,42.766,255.05,241.42,83
2022-06-17T23:00:00.000Z,21.227,23.239,41.81,207.86,191.47,83
2022-06-18T00:00:00.000Z,20.042,23.934,41.137,184.37,161.07,83
2022-06-18T01:00:00.000Z,19.148,24.801,41.017,180.64,137.76,83
2022-06-18T02:00:00.000Z,19.003,24.768,41.205,172.22,120.58,83
2022-06-18T03:00:00.000Z,19.085,24.42,41.322,178.99,116.01,83
2022-06-18T04:00:00.000Z,19.001,25.263,43.599,189.93,134.92,83
2022-06-18T05:00:00.000Z,19.658,26.957,46.38,190.15,151.84,83
2022-06-18T06:00:00.000Z,19.817,31.008,49.141,188.16,188.16,83
2022-06-18T07:00:00.000Z,19.371,37.677,51.722,185.06,173.43,83
2022-06-18T08:00:00.000Z,18.359,43.731,53.73,157.44,143.26,83
2022-06-18T09:00:00.000Z,17.633,48.46,55.222,142.26,118.96,83
2022-06-18T10:00:00.000Z,16.805,51.024,54.66,106.52,89.69,83
2022-06-18T11:00:00.000Z,14.216,51.086,53.305,77.28,73.81,83
2022-06-18T12:00:00.000Z,14.376,49.25,51.928,76.66,77.74,83
2022-06-18T13:00:00.000Z,15.893,45.496,51.314,78.29,86.79,83
2022-06-18T14:00:00.000Z,18.11,40.493,51.226,149.4,122.07,83
2022-06-18T15:00:00.000Z,20.029,33.923,50.991,189.94,173.11,83
2022-06-18T16:00:00.000Z,21.267,26.236,50.641,264.61,239.18,83
2022-06-18T17:00:00.000Z,21.656,18.23,49.806,328.01,284.01,83
2022-06-18T18:00:00.000Z,22.054,13.886,48.152,330.47,309.69,83
2022-06-18T19:00:00.000Z,22.171,12.665,45.877,319.21,312.42,83
2022-06-18T20:00:00.000Z,21.794,13.054,45.061,285.08,302.77,83
2022-06-18T21:00:00.000Z,21.605,14.861,42.795,251.88,314.84,83
2022-06-18T22:00:00.000Z,20.222,16.171,41.197,207.07,224.65,83
2022-06-18T23:00:00.000Z,19.473,17.756,39.398,190,190.05,83
2022-06-19T00:00:00.000Z,18.488,18.659,38.183,165.52,163.38,83
2022-06-19T01:00:00.000Z,17.964,20.46,38.087,139.8,127.61,83
2022-06-19T02:00:00.000Z,17.574,22.134,37.776,120.6,105.13,83
2022-06-19T03:00:00.000Z,17.407,22.459,37.918,110.96,80.98,83
2022-06-19T04:00:00.000Z,17.363,24.938,39.22,112.55,97.96,83
2022-06-19T05:00:00.000Z,17.56,29.328,41.751,98.57,109.32,83
2022-06-19T06:00:00.000Z,17.315,34.435,45.544,90.53,102.94,83
2022-06-19T07:00:00.000Z,17.768,40.039,48.233,94.28,95.92,83
2022-06-19T08:00:00.000Z,18.107,44.473,49.915,94.15,95.04,83
2022-06-19T09:00:00.000Z,18.44,46.92,51.868,95.2,101.22,83
2022-06-19T10:00:00.000Z,18.306,46.801,51.078,82.55,87.96,83
2022-06-19T11:00:00.000Z,17.767,46.207,49.455,75,87.58,83
2022-06-19T12:00:00.000Z,17.624,44.164,48.633,60.09,100.57,83
2022-06-19T13:00:00.000Z,17.235,42.274,47.725,80.72,124.17,83
2022-06-19T14:00:00.000Z,17.984,39.03,47.068,93.38,159.99,83
2022-06-19T15:00:00.000Z,19.246,34.832,48.172,157.35,192.47,83
2022-06-19T16:00:00.000Z,21.19,28.94,48.984,219.62,257.18,83
2022-06-19T17:00:00.000Z,22.272,22.233,48.973,258.7,289.29,83
2022-06-19T18:00:00.000Z,23.17,16.268,47.475,282.69,318.76,83
2022-06-19T19:00:00.000Z,23.319,13.628,46.39,294.29,319.52,83
2022-06-19T20:00:00.000Z,23.615,12.17,46.335,306.93,329.97,83
2022-06-19T21:00:00.000Z,23.548,11.747,43.752,281.1,318.99,83
2022-06-19T22:00:00.000Z,23.361,11.494,42.07,240.22,281.91,83
2022-06-19T23:00:00.000Z,23.219,11.135,40.605,220.39,267.32,83
2022-06-20T00:00:00.000Z,23.322,11.285,39.826,218.9,253.65,83
2022-06-20T01:00:00.000Z,23.403,11.739,39.704,220.1,234.55,83
2022-06-20T02:00:00.000Z,24.421,11.672,41.061,213.2,229.97,83
2022-06-20T03:00:00.000Z,26.591,12.51,44.029,263.27,256.4,83
2022-06-20T04:00:00.000Z,28.695,14.606,51.699,301.67,311.01,83
2022-06-20T05:00:00.000Z,29.673,16.216,57.464,370.14,339.5,83
2022-06-20T06:00:00.000Z,30.669,19.898,60.881,500,492.5,83
2022-06-20T07:00:00.000Z,30.716,24.242,62.01,348.28,381.66,83
2022-06-20T08:00:00.000Z,29.69,29.176,63.51,310.28,361.68,83
2022-06-20T09:00:00.000Z,28.899,34.382,64.528,305.97,353.34,83
2022-06-20T10:00:00.000Z,27.602,37.735,64.339,263.54,308.3,83
2022-06-20T11:00:00.000Z,26.337,39.503,63.949,213.87,268.48,83
2022-06-20T12:00:00.000Z,25.722,40.989,62.969,193.09,272.61,83
2022-06-20T13:00:00.000Z,26.07,40.174,61.769,183.58,326.1,83
2022-06-20T14:00:00.000Z,27.022,37.637,59.786,180.44,347.81,83
2022-06-20T15:00:00.000Z,28.784,35.959,59.44,198.2,364.36,83
2022-06-20T16:00:00.000Z,30.248,32.22,59.653,209.23,358.46,83
2022-06-20T17:00:00.000Z,30.754,26.475,58.811,291.19,385.75,83
2022-06-20T18:00:00.000Z,30.871,21.781,56.86,316.32,413.84,83
2022-06-20T19:00:00.000Z,31.159,18.746,54.249,316.32,387.69,83
2022-06-20T20:00:00.000Z,31.133,18.5,52.637,288.71,383.79,83
2022-06-20T21:00:00.000Z,29.381,18.858,49.088,250.01,338.25,83
2022-06-20T22:00:00.000Z,28.208,19.098,46.406,264.91,279.17,83
2022-06-20T23:00:00.000Z,27.567,18.958,45.463,242.42,238.48,83
2022-06-21T00:00:00.000Z,27.016,18.878,44.745,232.91,208.89,83
2022-06-21T01:00:00.000Z,27.335,18.12,44.497,219.95,208.05,83
2022-06-21T02:00:00.000Z,28.021,17.355,45.201,217.17,211.84,83
2022-06-21T03:00:00.000Z,28.95,17.009,47.403,228.91,229.85,83
2022-06-21T04:00:00.000Z,31.281,18.098,53.447,297.61,291.81,83
2022-06-21T05:00:00.000Z,31.781,22.086,58.764,338.9,330.13,83
2022-06-21T06:00:00.000Z,31.62,27.777,62.44,332.02,329.04,83
2022-06-21T07:00:00.000Z,29.673,34.888,63.168,279.45,271.11,83
2022-06-21T08:00:00.000Z,27.803,40.416,64.365,237.03,206.61,83
2022-06-21T09:00:00.000Z,27.723,44.097,65.4,225.21,194.3,83
2022-06-21T10:00:00.000Z,27.376,45.96,64.575,219.86,193,83
2022-06-21T11:00:00.000Z,27.355,45.242,63.776,212.61,191.88,83
2022-06-21T12:00:00.000Z,27.121,43.268,62.542,210.81,201.67,83
2022-06-21T13:00:00.000Z,27.624,40.287,61.341,230.74,240.48,83
2022-06-21T14:00:00.000Z,29.014,35.759,60.071,239.93,266.12,83
2022-06-21T15:00:00.000Z,32.686,29.081,60.156,304.48,330.91,83
2022-06-21T16:00:00.000Z,34.045,21.249,59.389,373.93,379.41,83
2022-06-21T17:00:00.000Z,34.723,14.644,58.679,450.25,464.12,83
2022-06-21T18:00:00.000Z,35.168,11.258,56.799,458.04,453.56,83
2022-06-21T19:00:00.000Z,35.339,10.29,54.183,410.35,434.12,83
2022-06-21T20:00:00.000Z,35.258,10.664,51.769,373.25,409.38,83
2022-06-21T21:00:00.000Z,34.05,10.811,48.237,325.51,352.65,83
2022-06-21T22:00:00.000Z,33.266,10.448,45.222,272.45,293.11,83
2022-06-21T23:00:00.000Z,32.574,9.852,44.031,268.49,291.37,83
2022-06-22T00:00:00.000Z,32.485,9.233,42.755,268.9,277.01,83
2022-06-22T01:00:00.000Z,32.613,9.016,42.589,248.5,270.46,83
2022-06-22T02:00:00.000Z,32.799,8.975,43.645,255.02,267.56,83
2022-06-22T03:00:00.000Z,33.278,9.619,45.964,284.29,289.98,83
2022-06-22T04:00:00.000Z,34.599,12.153,52.627,348.49,349.39,83
2022-06-22T05:00:00.000Z,34.931,16.677,57.735,429.95,396.52,83
2022-06-22T06:00:00.000Z,34.609,21.932,60.739,387.88,371.85,83
2022-06-22T07:00:00.000Z,34.143,27.97,62.214,339.79,286.57,83
2022-06-22T08:00:00.000Z,33.297,31.902,64.17,301.49,235.36,83
2022-06-22T09:00:00.000Z,32.916,33.719,65.041,292.44,235.84,83
2022-06-22T10:00:00.000Z,32.232,34.047,64.592,268.9,257.45,83
2022-06-22T11:00:00.000Z,31.599,33.378,64.07,249.7,283.24,83
2022-06-22T12:00:00.000Z,31.627,32.837,62.607,244.46,303.17,83
2022-06-22T13:00:00.000Z,31.939,31.386,61.934,258.12,324.59,83
2022-06-22T14:00:00.000Z,32.974,28.312,60.777,284.1,322.52,83
2022-06-22T15:00:00.000Z,34.092,23.879,60.479,331.47,371.63,83
2022-06-22T16:00:00.000Z,34.63,19.014,59.691,398.36,403.92,83
2022-06-22T17:00:00.000Z,34.493,14.633,58.677,491.04,442.77,83
2022-06-22T18:00:00.000Z,34.705,12.043,56.592,462.91,437.05,83
